dapipid,agencyid,agencyname,programid,programname,sequentialid,actiondescription,actiondate,justificationdescription,justificationother,enddate
208327,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
208372,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
208381,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
208390,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
207096,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
207102,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
207120,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
207120,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Program,,Other - Provide unlisted or multiple justifications,Addition f New Program,
207139,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
207555,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
207704,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Other - Provide unlisted or multiple justifications,Renewal of Accreditation,
207704,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Probation,,Significantly out of compliance - student achievement,,
207704,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Other - Provide unlisted or multiple justifications,Institution removed from Monitoring for Accreditation standards and Criteria (SAP),
207704,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Warning,,Other - Provide unlisted or multiple justifications,Institution removed form Special Report monitoring,
207704,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
207713,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
207713,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - fiscal and administrative capacity,,
207722,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
207731,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
203775,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
203784,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Ownership,,Is in compliance with all of the agency's accreditation standards,,
203784,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
203818,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Probation,,Significantly out of compliance - student achievement,,
203818,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - student achievement,,
203818,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Probation,,Significantly out of compliance - student achievement,,
203818,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
203818,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
216223,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Warning,,Significantly out of compliance - fiscal and administrative capacity,,
216223,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
216223,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Removal of Monitoring Status,,Has satisfactorily addressed all compliance concerns from previous actions,,
216241,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
216241,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
216241,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
216241,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed:  Warning Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
216241,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Removal of Show Cause Status,,Has satisfactorily addressed all compliance concerns from previous actions,,
216241,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
216241,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
216241,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
216241,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
216241,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
216269,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Removal of Show Cause Status,,Has satisfactorily addressed all compliance concerns from previous actions,,
216269,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Other - Provide unlisted or multiple justifications,Voluntary Relinquishment of Accreditation,
215895,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Other - Provide unlisted or multiple justifications,School Placed on Low Outcomes Monitoring for Low Placement Rate.,
215895,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or More Severe Status: Monitoring,,Significantly out of compliance - fiscal and administrative capacity,,
215901,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
215910,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Other - Provide unlisted or multiple justifications,Renewal of Accreditation,
215929,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
215956,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Show Cause,,Significantly out of compliance - fiscal and administrative capacity,,
215956,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Other - Provide unlisted or multiple justifications,Withdrawal of accreditation with the right to appeal.  Institution remains accredited pending appeal.,
215956,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - student achievement,,
215956,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Show Cause,,Significantly out of compliance - fiscal and administrative capacity,,
215956,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Probation,,Significantly out of compliance - student achievement,,
215956,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Accreditation Reaffirmed: Probation Removed,,Has satisfactorily addressed all compliance concerns from previous actions,,
215956,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Show Cause,,Significantly out of compliance - fiscal and administrative capacity,,
215956,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Removal of Show Cause Status,,Has satisfactorily addressed all compliance concerns from previous actions,,
214087,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
214087,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Program,,Other - Provide unlisted or multiple justifications,"Change of Program Length
Program: Esthetics
Previous Length: 750 Clock Hours
New Length: 900 Clock Hours",
214096,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
214102,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Fails to meet agency standards for initial or renewed accreditation,,
214388,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Ownership,,Other - Provide unlisted or multiple justifications,Revised ownership structure will not fit in the space provided by the Notice Portal. Please refer to the attached letter for details.,
214388,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
214403,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Loss of Accreditation or Preaccreditation: Voluntary Withdrawal,,Other - Provide unlisted or multiple justifications,Voluntary Relinquishment of Accreditation,
214412,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Probation or Equivalent or a More Severe Status: Other,,Significantly out of compliance - fiscal and administrative capacity,,
214412,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Grant Substantive Change: Ownership,,Is in compliance with all of the agency's accreditation standards,,
214421,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Removal of Show Cause Status,,Has satisfactorily addressed all compliance concerns from previous actions,,
214449,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
214458,17,"NATIONAL ACCREDITING COMMISSION OF CAREER ARTS AND SCIENCES, INC.",1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
